public,tblPlantDenSpecies,Class5density,real,,
public,tblPlantDenSpecies,Class6density,real,,
public,tblPlantDenSpecies,Class7density,real,,
public,tblPlantDenSpecies,Class8density,real,,
public,tblPlantDenSpecies,Class9density,real,,
public,tblPlantDenSpecies,PrimaryKey,text,,1073741824
public,tblPlantDenSpecies,DateLoadedInDB,timestamp without time zone,,
public,tblPlantDenSpecies,DBKey,text,,1073741824
public,tblPlantDenSpecies,rid,integer,,
public,tblPlantProdDetail,RecKey,character varying,50,200
public,tblPlantProdDetail,DetailKey,character varying,50,200
public,tblPlantProdDetail,SpeciesCode,character varying,50,200
public,tblPlantProdDetail,SubPlotSize,real,,
public,tblPlantProdDetail,SubPlotUOM,character varying,8,32
public,tblPlantProdDetail,SizeCF,real,,
public,tblPlantProdDetail,WtMeas,character varying,5,20
public,tblPlantProdDetail,WtMethod,character varying,15,60
public,tblPlantProdDetail,Sub1Wt,character varying,8,32
public,tblPlantProdDetail,Sub2Wt,character varying,8,32
public,tblPlantProdDetail,Sub3Wt,character varying,8,32
public,tblPlantProdDetail,Sub4Wt,character varying,8,32
public,tblPlantProdDetail,Sub5Wt,character varying,8,32
public,tblPlantProdDetail,Sub6Wt,character varying,8,32
public,tblPlantProdDetail,Sub7Wt,character varying,8,32
public,tblPlantProdDetail,Sub8Wt,character varying,8,32
public,tblPlantProdDetail,Sub9Wt,character varying,8,32
public,tblPlantProdDetail,Sub10Wt,character varying,8,32
public,tblPlantProdDetail,Sub11Wt,character varying,8,32
public,tblPlantProdDetail,Sub12Wt,character varying,8,32
public,tblPlantProdDetail,Sub13Wt,character varying,8,32
public,tblPlantProdDetail,Sub14Wt,character varying,8,32
public,tblPlantProdDetail,Sub15Wt,character varying,8,32
public,tblPlantProdDetail,Sub16Wt,character varying,8,32
public,tblPlantProdDetail,Sub17Wt,character varying,8,32
public,tblPlantProdDetail,Sub18Wt,character varying,8,32
public,tblPlantProdDetail,Sub19Wt,character varying,8,32
public,tblPlantProdDetail,Sub20Wt,character varying,8,32
public,tblPlantProdDetail,Sub1Clip,boolean,,
public,tblPlantProdDetail,Sub2Clip,boolean,,
public,tblPlantProdDetail,Sub3Clip,boolean,,
public,tblPlantProdDetail,Sub4Clip,boolean,,
public,tblPlantProdDetail,Sub5Clip,boolean,,
public,tblPlantProdDetail,Sub6Clip,boolean,,
public,tblPlantProdDetail,Sub7Clip,boolean,,
public,tblPlantProdDetail,Sub8Clip,boolean,,
public,tblPlantProdDetail,Sub9Clip,boolean,,
public,tblPlantProdDetail,Sub10Clip,boolean,,
public,tblPlantProdDetail,Sub11Clip,boolean,,
public,tblPlantProdDetail,Sub12Clip,boolean,,
public,tblPlantProdDetail,Sub13Clip,boolean,,
public,tblPlantProdDetail,Sub14Clip,boolean,,
public,tblPlantProdDetail,Sub15Clip,boolean,,
public,tblPlantProdDetail,Sub16Clip,boolean,,
public,tblPlantProdDetail,Sub17Clip,boolean,,
public,tblPlantProdDetail,Sub18Clip,boolean,,
public,tblPlantProdDetail,Sub19Clip,boolean,,
public,tblPlantProdDetail,Sub20Clip,boolean,,
public,tblPlantProdDetail,TotalWtUnits,real,,
public,tblPlantProdDetail,WtUnitWt,real,,
public,tblPlantProdDetail,ClipWt1,real,,
public,tblPlantProdDetail,ClipWt2,real,,
public,tblPlantProdDetail,ClipWt3,real,,
public,tblPlantProdDetail,ClipWt4,real,,
public,tblPlantProdDetail,ClipWt5,real,,
public,tblPlantProdDetail,ClipWt6,real,,
public,tblPlantProdDetail,ClipWt7,real,,
public,tblPlantProdDetail,ClipWt8,real,,
public,tblPlantProdDetail,ClipWt9,real,,
public,tblPlantProdDetail,ClipWt10,real,,
public,tblPlantProdDetail,ClipWt11,real,,
public,tblPlantProdDetail,ClipWt12,real,,
public,tblPlantProdDetail,ClipWt13,real,,
public,tblPlantProdDetail,ClipWt14,real,,
public,tblPlantProdDetail,ClipWt15,real,,
public,tblPlantProdDetail,ClipWt16,real,,
public,tblPlantProdDetail,ClipWt17,real,,
public,tblPlantProdDetail,ClipWt18,real,,
public,tblPlantProdDetail,ClipWt19,real,,
public,tblPlantProdDetail,ClipWt20,real,,
public,tblPlantProdDetail,ADWAdj,character varying,5,20
public,tblPlantProdDetail,UtilAdj,character varying,5,20
public,tblPlantProdDetail,GwthAdj,character varying,5,20
public,tblPlantProdDetail,WthrAdj,character varying,5,20
public,tblPlantProdDetail,ClippedEstWt,real,,
public,tblPlantProdDetail,ClippedClipWt,real,,
public,tblPlantProdDetail,ClipEstCF,real,,
public,tblPlantProdDetail,TotalWt,real,,
public,tblPlantProdDetail,TotalWtHectare,real,,
public,tblPlantProdDetail,PrimaryKey,text,,1073741824
public,tblPlantProdDetail,DateLoadedInDB,timestamp without time zone,,
public,tblPlantProdDetail,DBKey,text,,1073741824
public,tblPlantProdDetail,rid,integer,,
public,tblPlantProdHeader,PlotKey,character varying,50,200
public,tblPlantProdHeader,RecKey,character varying,50,200
public,tblPlantProdHeader,DateModified,timestamp without time zone,,
public,tblPlantProdHeader,FormType,character varying,50,200
public,tblPlantProdHeader,FormDate,timestamp without time zone,,
public,tblPlantProdHeader,LineKey,character varying,50,200
public,tblPlantProdHeader,Measure,real,,
public,tblPlantProdHeader,LineLengthAmount,real,,
public,tblPlantProdHeader,Observer,character varying,50,200
public,tblPlantProdHeader,Recorder,character varying,50,200
public,tblPlantProdHeader,DataEntry,character varying,50,200
public,tblPlantProdHeader,DataErrorChecking,character varying,50,200
public,tblPlantProdHeader,numSubPlots,real,,
public,tblPlantProdHeader,SubPlotLocs,character varying,200,800
public,tblPlantProdHeader,Notes,text,,1073741824
public,tblPlantProdHeader,TotalProd,real,,
public,tblPlantProdHeader,SubPlot1Exp,boolean,,
public,tblPlantProdHeader,SubPlot2Exp,boolean,,
public,tblPlantProdHeader,SubPlot3Exp,boolean,,
public,tblPlantProdHeader,SubPlot4Exp,boolean,,
public,tblPlantProdHeader,SubPlot5Exp,boolean,,
public,tblPlantProdHeader,SubPlot6Exp,boolean,,
public,tblPlantProdHeader,SubPlot7Exp,boolean,,
public,tblPlantProdHeader,SubPlot8Exp,boolean,,
public,tblPlantProdHeader,SubPlot9Exp,boolean,,
public,tblPlantProdHeader,SubPlot10Exp,boolean,,
public,tblPlantProdHeader,SubPlot11Exp,boolean,,
public,tblPlantProdHeader,SubPlot12Exp,boolean,,
public,tblPlantProdHeader,SubPlot13Exp,boolean,,
public,tblPlantProdHeader,SubPlot14Exp,boolean,,
public,tblPlantProdHeader,SubPlot15Exp,boolean,,
public,tblPlantProdHeader,SubPlot16Exp,boolean,,
public,tblPlantProdHeader,SubPlot17Exp,boolean,,
public,tblPlantProdHeader,SubPlot18Exp,boolean,,
public,tblPlantProdHeader,SubPlot19Exp,boolean,,
public,tblPlantProdHeader,SubPlot20Exp,boolean,,
public,tblPlantProdHeader,TotalProdHectare,real,,
public,tblPlantProdHeader,SubPlot1NotSamp,boolean,,
public,tblPlantProdHeader,SubPlot2NotSamp,boolean,,
public,tblPlantProdHeader,SubPlot3NotSamp,boolean,,
public,tblPlantProdHeader,SubPlot4NotSamp,boolean,,
public,tblPlantProdHeader,SubPlot5NotSamp,boolean,,
public,tblPlantProdHeader,SubPlot6NotSamp,boolean,,
public,tblPlantProdHeader,SubPlot7NotSamp,boolean,,
public,tblPlantProdHeader,SubPlot8NotSamp,boolean,,
public,tblPlantProdHeader,SubPlot9NotSamp,boolean,,
public,tblPlantProdHeader,SubPlot10NotSamp,boolean,,
public,tblPlantProdHeader,SubPlot11NotSamp,boolean,,
public,tblPlantProdHeader,SubPlot12NotSamp,boolean,,
public,tblPlantProdHeader,SubPlot13NotSamp,boolean,,
public,tblPlantProdHeader,SubPlot14NotSamp,boolean,,
public,tblPlantProdHeader,SubPlot15NotSamp,boolean,,
public,tblPlantProdHeader,SubPlot16NotSamp,boolean,,
public,tblPlantProdHeader,SubPlot17NotSamp,boolean,,
public,tblPlantProdHeader,SubPlot18NotSamp,boolean,,
public,tblPlantProdHeader,SubPlot19NotSamp,boolean,,
public,tblPlantProdHeader,SubPlot20NotSamp,boolean,,
public,tblPlantProdHeader,TotNotSamp,real,,
